snomedctconceptid,snomedctdescriptionid,active,effectivetime,typeid,snomedctterm,cough,dyspnoea,sputum
56018004,93174010,1,31jul2017,Synonym,Asthmatic breath sounds,,1,
56018004,93175011,1,31jul2017,Synonym,Asthmatic breathing,,1,
56018004,93176012,1,31jul2017,Synonym,Wheeze,,1,
56018004,93173016,0,31jan2002,Synonym,"Wheezing, NOS",,1,
58840004,797616010,1,31jul2017,Fully specified name,Decreased breath sounds (finding),,1,
58840004,1231886013,1,31jul2017,Synonym,Decreased air entry,,1,
58840004,498258013,1,31jul2017,Synonym,Decreased breath sounds,,1,
58840004,97774016,0,31jan2002,Synonym,Decreased transmission of breath sounds,,1,
600911000000107,1330781000000117,1,01apr2010,Fully specified name,Perinatal respiratory distress NOS (disorder),,1,
600911000000107,1330791000000115,1,01apr2010,Synonym,Perinatal respiratory distress NOS,,1,
60845006,799842016,1,31jul2017,Fully specified name,Dyspnea on exertion (finding),,1,
60845006,101102017,1,31jul2017,Synonym,Exertional dyspnea,,1,
60845006,101103010,1,31jul2017,Synonym,Breathlessness on exertion,,1,
60845006,101104016,1,31jul2017,Synonym,Dyspnea on effort,,1,
60845006,101105015,1,31jul2017,Synonym,Dyspnoea on effort,,1,
60845006,1232138017,1,31jul2017,Synonym,Short of breath on exertion,,1,
60845006,199001013,1,31jul2017,Synonym,Exertional dyspnoea,,1,
60845006,498862013,1,31jul2017,Synonym,Dyspnoea on exertion,,1,
60845006,498863015,1,31jul2017,Synonym,Dyspnea on exertion,,1,
60845006,1232139013,1,31jul2003,Synonym,SOBOE - Shortness of breath on exertion,,1,
62744007,801950013,1,31jul2017,Fully specified name,Orthopnea (finding),,1,
62744007,104280017,1,31jul2017,Synonym,Orthopnea,,1,
62744007,104281018,1,31jul2017,Synonym,Orthopnoea,,1,
62744007,1232389014,1,31jul2017,Synonym,Breathlessness lying flat,,1,
62744007,1232390017,0,31jul2008,Synonym,Must sit up to breath,,1,
64299003,1472473015,1,31jul2017,Fully specified name,Relaxation training therapy (regime/therapy),,1,
64299003,803676016,0,31jan2003,Fully specified name,Relaxation training therapy (regime/therapy)(procedure),,1,
64299003,3703477012,1,31jan2019,Synonym,Relaxation programme,,1,
64299003,3703478019,1,31jan2019,Synonym,Relaxation program,,1,
64299003,106881013,1,31jul2017,Synonym,Relaxation training therapy,,1,
64299003,106882018,1,31jul2017,Synonym,Relaxation therapy,,1,
64299003,1232547017,1,31jul2017,Synonym,Relaxation training,,1,
64299003,2536426014,1,31jul2017,Synonym,Relaxation/breathing techniques treatments and procedures,,1,
64299003,1232546014,1,31jul2003,Synonym,RT - Relaxation training,,1,
64299003,2478785016,0,31jan2005,Synonym,Relaxtion/breathing techniques treatments and procedures,,1,
67292001,2572253015,1,31jul2017,Fully specified name,Suffocation by cave-in (event),,1,
67292001,807000014,0,31jan2006,Fully specified name,Suffocation by cave-in (finding),,1,
67292001,111808010,1,31jul2017,Synonym,Suffocation by cave-in,,1,
67782005,3323229011,1,31jul2017,Fully specified name,Acute respiratory distress syndrome (disorder),,1,
67782005,807544015,0,31jan2017,Fully specified name,Adult respiratory distress syndrome (disorder),,1,
67782005,112574019,1,31jul2017,Synonym,Adult respiratory distress syndrome,,1,
67782005,112575018,1,31jul2017,Synonym,Congestive atelectasis,,1,
67782005,112579012,1,31jul2017,Synonym,Shock lung,,1,
67782005,112584018,1,31jul2017,Synonym,Post-traumatic pulmonary insufficiency,,1,
67782005,112585017,1,31jul2017,Synonym,Traumatic wet lung,,1,
67782005,3323230018,1,31jul2017,Synonym,Acute respiratory distress syndrome,,1,
67782005,500837018,1,31jul2017,Synonym,Adult hyaline membrane disease,,1,
67782005,500838011,1,31jul2017,Synonym,Acquired respiratory distress syndrome,,1,
67782005,500839015,1,31jul2017,Synonym,Pulmonary capillary leak syndrome,,1,
67782005,112576017,1,31jan2002,Synonym,DaNang lung,,1,
67782005,112577014,1,31jan2002,Synonym,Vietnam lung,,1,
67782005,500840018,1,31jan2002,Synonym,ARDS - Adult respiratory distress syndrome,,1,
67782005,112580010,0,31jan2017,Synonym,ARDS,,1,
67782005,500841019,0,31jan2015,Synonym,Non-cardiogenic pulmonary oedema,,1,
67782005,500842014,0,31jan2015,Synonym,Non-cardiogenic pulmonary edema,,1,
67782005,112581014,0,31jan2011,Synonym,Pulmonary insufficiency following shock,,1,
67782005,112582019,0,31jan2011,Synonym,Pulmonary insufficiency following surgery,,1,
67782005,112583012,0,31jan2011,Synonym,Pulmonary insufficiency following trauma,,1,
67782005,112578016,0,31jan2002,Synonym,"Adult respiratory distress syndrome, NOS",,1,
68154008,807958012,1,31jul2017,Fully specified name,Chronic cough (finding),1,,
68154008,113213012,1,31jul2017,Synonym,Chronic cough,1,,
68978004,808872019,1,31jul2017,Fully specified name,Hyperventilation (finding),,1,
68978004,114571014,1,31jul2017,Synonym,Hyperventilation,,1,
68978004,501150011,1,31jul2017,Synonym,Overbreathing,,1,
68978004,501151010,1,31jul2017,Synonym,Hyperventilating,,1,
68978004,501152015,1,31jan2002,Synonym,HV - Hyperventilation,,1,
68978004,114572019,0,31jan2002,Synonym,"Hyperventilation, NOS",,1,
69328002,809261010,1,31jul2017,Fully specified name,Distress (finding),,1,
69328002,115159017,1,31jul2017,Synonym,Distress,,1,
69328002,115160010,0,31jan2002,Synonym,"Distress, NOS",,1,
702535006,3004278019,1,31jul2017,Fully specified name,Anxiety about breathlessness (finding),,1,
702535006,3004280013,1,31jul2017,Synonym,Anxiety about breathlessness,,1,
702581006,3004511015,1,31jul2017,Fully specified name,Difficulty eating due to breathlessness (finding),,1,
702581006,2390171000000112,1,01jun2019,Synonym,Breathlessness causing difficulty eating,,1,
702581006,3004427012,1,31jul2017,Synonym,Difficulty eating due to breathlessness,,1,
70407001,810460013,1,31jul2017,Fully specified name,Stridor (finding),,1,
70407001,116962014,1,31jul2017,Synonym,Stridor,,1,
70407001,116963016,1,31jul2017,Synonym,Stridulous breathing,,1,
713013008,3287127012,1,31jul2017,Fully specified name,Breath holding spell (finding),,1,
713013008,3286964014,1,31jul2017,Synonym,Breath holding attack,,1,
713013008,3287204013,1,31jul2017,Synonym,Breath holding spell,,1,
713661000,3294487010,1,31jul2017,Fully specified name,Able to complete sentence in one breath (finding),,1,
713661000,3292644018,1,31jul2017,Synonym,Able to complete sentence in one breath,,1,
718612000,3312834012,1,31jan2017,Fully specified name,Clinical Outcomes in Routine Evaluation Outcome Measure Global Distress score (observable entity),,1,
718612000,3312835013,1,31jan2017,Synonym,Clinical Outcomes in Routine Evaluation Outcome Measure Global Distress score,,1,
718612000,3312836014,1,31jan2017,Synonym,CORE-OM (Clinical Outcomes in Routine Evaluation Outcome Measure) Global Distress score,,1,
74417001,814914010,1,31jul2017,Fully specified name,Mucopurulent chronic bronchitis (disorder),,,1
74417001,123588010,1,31jul2017,Synonym,Mucopurulent chronic bronchitis,,,1
74417001,123589019,0,31jan2002,Synonym,Chronic catarrhal bronchitis,,,1
75483001,816097018,1,31jul2017,Fully specified name,Breathing painful (finding),,1,
75483001,125376010,1,31jul2017,Synonym,Painful respiration,,1,
75483001,503031017,1,31jul2017,Synonym,Breathing painful,,1,
75483001,125375014,0,31jan2002,Synonym,Painful respiratory movement,,1,
763074005,3637789011,1,31jul2018,Fully specified name,Cardiovascular Limitations and Symptoms Profile shortness of breath score (observable entity),,1,
763074005,3637788015,1,31jul2018,Synonym,Cardiovascular Limitations and Symptoms Profile shortness of breath score,,1,
763074005,3637790019,1,31jul2018,Synonym,CLASP (Cardiovascular Limitations and Symptoms Profile) shortness of breath score,,1,
766171000000106,1706431000000115,1,01apr2011,Fully specified name,Buteyko breathing exercises (regime/therapy),,1,
766171000000106,1706441000000112,1,01apr2011,Synonym,Buteyko breathing exercises,,1,
77329001,818147012,1,31jul2017,Fully specified name,Mouth breathing (finding),,1,
77329001,1234095017,1,31jul2017,Synonym,Breathing orally,,1,
77329001,128341012,1,31jul2017,Synonym,Mouth breathing,,1,
79879001,820977017,1,31jul2017,Fully specified name,Breath smells unpleasant (finding),,1,
79879001,1234407013,1,31jul2017,Synonym,Smelly breath,,1,
79879001,1234408015,1,31jul2017,Synonym,Bad breath - halitosis,,1,
79879001,1234409011,1,31jul2017,Synonym,Breath smells offensive,,1,
79879001,1234410018,1,31jul2017,Synonym,Foul breath,,1,
79879001,132523019,1,31jul2017,Synonym,Bad breath,,1,
79879001,132524013,1,31jul2017,Synonym,Fetor oris,,1,
79879001,132525014,1,31jul2017,Synonym,Fetor ex ore,,1,
79879001,132526010,1,31jul2017,Synonym,Stomatodysodia,,1,
79879001,504239017,1,31jul2017,Synonym,Breath smells unpleasant,,1,
79879001,132522012,0,31jan2002,Synonym,Halitosis,,1,
810511000000109,2114801000000114,1,01apr2012,Fully specified name,Episodic dry cough (finding),1,,
810511000000109,2114811000000111,1,01apr2012,Synonym,Episodic dry cough,1,,
810511000000109,2168391000000116,0,01apr2012,Synonym,[D]Episodic dry cough,1,,
823461000000106,2143421000000111,1,01apr2012,Fully specified name,Referral to British Lung Foundation breathe easy support group (procedure),,1,
823461000000106,2143431000000113,1,01apr2012,Synonym,Referral to British Lung Foundation breathe easy support group,,1,
84409004,826246018,1,31jul2017,Fully specified name,Fetid chronic bronchitis (disorder),,,1
84409004,139979010,1,31jul2017,Synonym,Fetid chronic bronchitis,,,1
84409004,506053014,0,31jan2015,Synonym,Purulent chronic bronchitis,,,1
845301000000103,2192601000000115,1,01oct2012,Fully specified name,"Dyspnoea, airflow obstruction, smoking status, exacerbation frequency index score (observable entity)",,1,
845301000000103,2192581000000112,1,01oct2012,Synonym,"DOSE (dyspnoea, airflow obstruction, smoking status, exacerbation frequency) index score",,1,
845301000000103,2192591000000114,1,01oct2012,Synonym,"Dyspnoea, airflow obstruction, smoking status, exacerbation frequency index score",,1,
860741000000100,2226151000000117,1,01apr2013,Fully specified name,Dark green sputum (finding),,,1
860741000000100,2226161000000119,1,01apr2013,Synonym,Dark green sputum,,,1
860761000000104,2226191000000113,1,01apr2013,Fully specified name,Pale green sputum (finding),,,1
860761000000104,2226201000000110,1,01apr2013,Synonym,Pale green sputum,,,1
86290005,828522017,1,31jul2017,Fully specified name,Respiratory rate (observable entity),,1,
86290005,1235121010,1,31jul2017,Synonym,Respiratory frequency,,1,
86290005,1235122015,1,31jul2017,Synonym,Breathing rate,,1,
86290005,143107019,1,31jul2017,Synonym,Respiratory rate,,1,
86290005,2164181014,1,31jul2017,Synonym,Rate of respiration,,1,
86290005,1235120011,1,31jul2003,Synonym,BR - Breathing rate,,1,
86290005,1235123013,1,31jul2003,Synonym,RR - Respiratory rate,,1,
86290005,143108012,0,31jan2002,Synonym,"Respiratory rate, NOS",,1,
87383005,829845012,1,31jul2017,Fully specified name,Maternal distress (disorder),,1,
87383005,144882018,1,31jul2017,Synonym,Maternal distress,,1,
8955008,832468019,1,31jul2017,Fully specified name,Mucopurulent sputum (finding),,,1
8955008,508569015,1,31jul2017,Synonym,Mucopurulent sputum,,,1
8955008,15784012,0,31jan2002,Synonym,Expectoration of mucopurulent sputum,,,1
90091006,833123011,1,31jul2017,Fully specified name,Breath holding with temper (finding),,1,
90091006,508840019,1,31jul2017,Synonym,Breath holding with temper,,1,
90091006,508839016,0,31jul2015,Synonym,Breath holding attacks,,1,
90091006,149328012,0,31jan2002,Synonym,Breathholding,,1,
90562004,2529214011,1,31jul2017,Fully specified name,"Fetal distress, in liveborn infant (finding)",,1,
90562004,833693017,0,31jan2005,Fully specified name,"Fetal distress, in liveborn infant (disorder)",,1,
90562004,150089012,1,31jul2017,Synonym,"Fetal distress, in liveborn infant",,1,
90562004,2793508015,1,31jul2017,Synonym,"Foetal distress, in liveborn infant",,1,
90562004,509056017,1,31jan2015,Synonym,"Fetal intrauterine distress, not clear if noted before OR after onset of labour in liveborn infant",,1,
90562004,2795418012,1,31jan2009,Synonym,"Foetal intrauterine distress, not clear if noted before OR after onset of labour in liveborn infant",,1,
90562004,150093018,1,31jan2002,Synonym,"Fetal intrauterine distress, not clear if noted before OR after onset of labor in liveborn infant",,1,
90562004,150090015,0,31jan2002,Synonym,"Fetal distress, NOS, in liveborn infant",,1,
90562004,150091016,0,31jan2002,Synonym,"Fetal intrauterine distress, not clear if noted before or after onset of labor in liveborn infant",,1,
90562004,150092011,0,31jan2002,Synonym,"Foetal distress, NOS, in liveborn infant",,1,
909421000000102,2337991000000119,1,01apr2014,Fully specified name,Diabetes Distress Scale 2 item score (observable entity),,1,
909421000000102,2337981000000116,1,01apr2014,Synonym,Diabetes Distress Scale 2 item score,,1,
909421000000102,2338001000000111,1,01apr2014,Synonym,DDS2 (Diabetes Distress Scale 2) score,,1,
910931000000101,2341471000000117,1,01apr2014,Fully specified name,Diabetes Distress Scale 17 item score (observable entity),,1,
910931000000101,2341461000000112,1,01apr2014,Synonym,Diabetes Distress Scale 17 item score,,1,
910931000000101,2341481000000115,1,01apr2014,Synonym,DDS17 (Diabetes Distress Scale 17) score,,1,
91251008,509378017,1,31jul2017,Fully specified name,Physical therapy procedure (regime/therapy),,1,
91251008,834527013,0,31jan2003,Fully specified name,Physical therapy procedure (procedure),,1,
91251008,151194017,1,31jul2017,Synonym,Physical therapy procedure,,1,
91251008,151198019,1,31jul2017,Synonym,Physiotherapy procedure,,1,
91251008,151199010,1,31jul2017,Synonym,Physiotherapy,,1,
91251008,1235644012,1,31jul2003,Synonym,PT - Physiotherapy,,1,
91251008,151195016,0,31jan2002,Synonym,"Physical therapy procedure, NOS",,1,
91251008,151196015,0,31jan2002,Synonym,"Physiotherapy procedure, NOS",,1,
91251008,151197012,0,31jan2002,Synonym,"Physiotherapy, NOS",,1,
